match_id,radiant_win
6,0.813128517137
7,0.741155613827
10,0.195378917042
13,0.869793741343
16,0.241390046684
18,0.376035637155
19,0.521186760235
24,0.565711188549
33,0.220238789784
37,0.649883336431
41,0.167109478806
42,0.329891124697
55,0.242327135423
60,0.675202203126
62,0.549815200543
63,0.532853944204
64,0.102481975438
71,0.546680094123
72,0.32234185743
83,0.503670042625
85,0.777345062004
89,0.923369184815
92,0.743019550146
100,0.952536549921
102,0.869949075683
108,0.537915829061
111,0.782134276763
126,0.170392018513
130,0.0496725927971
140,0.784570007826
141,0.263862543982
152,0.835499710093
153,0.72697812922
159,0.555957085313
160,0.559971779728
163,0.588608581653
178,0.549751657153
179,0.377089759744
181,0.6872456929
196,0.156175760612
206,0.119151216348
209,0.539270061998
216,0.571844166278
228,0.0781093880429
230,0.418800432879
242,0.708607633659
245,0.170604123557
261,0.497879834621
274,0.469776867056
282,0.731017450379
289,0.510938425885
296,0.0996726922296
297,0.598684112451
302,0.305937793035
304,0.024230293728
313,0.794198956956
316,0.502820466085
317,0.419206363681
344,0.868171950624
348,0.745765541123
352,0.510908416966
354,0.5485998527
361,0.456776924528
362,0.217382169143
363,0.738682260289
365,0.40011359887
375,0.301221653964
380,0.337317835277
384,0.561350274655
394,0.757431221245
399,0.605390700158
404,0.721042027897
406,0.683142922538
430,0.142549613523
432,0.35111892308
443,0.470296620736
463,0.610986499415
467,0.531237495999
474,0.227396497191
488,0.253579520814
502,0.893104916413
503,0.26229835274
507,0.2922125824
508,0.368163149294
509,0.454104839121
516,0.349488188684
528,0.278338285342
542,0.657250865796
547,0.185252146764
552,0.573585189777
555,0.597926068594
561,0.64319804705
569,0.783208557063
575,0.943811402235
576,0.813753999626
582,0.192366623433
585,0.465281455691
586,0.546392304646
590,0.79865117963
592,0.222307977133
598,0.384423098293
599,0.281276163304
600,0.723445648679
601,0.552957812834
603,0.297775891602
617,0.472439386683
628,0.456970829689
634,0.140353821535
635,0.288771990066
639,0.402910340344
644,0.644819625047
646,0.764479517668
650,0.0878685054895
659,0.837366289813
663,0.398752280383
668,0.625411156938
670,0.386847675291
678,0.428491207536
679,0.276862639345
686,0.763234008987
694,0.279814123953
696,0.891666741767
702,0.87792216358
709,0.400447781886
712,0.368216033573
723,0.213562431244
729,0.427297774902
733,0.739136644327
735,0.388314974727
737,0.362003809308
749,0.650194593394
752,0.481467498685
767,0.916753848881
771,0.120485844021
778,0.522330027947
780,0.748565503597
790,0.462574959142
797,0.377753901086
802,0.320516353831
805,0.699615962477
807,0.780446541887
808,0.828316455981
811,0.345815763836
815,0.137683460303
820,0.758170385469
838,0.167512039264
861,0.148831645457
886,0.225863524778
889,0.115737385669
904,0.651275324131
